ITEM,MEDICAMENTO,LOCAL_DE_DISPENSACAO,DISTRITAIS,DISTRITAL TANCREDO NEVES,DISTRITAL WILSON PAULO NOAL,FARMÁCIAS DISTRITAIS,MUNICIPAL,POPULAR,UBS,CID,INFORMAÇÕES ADICIONAIS
,INSULINA ANÁLOGA DE AÇÃO RÁPIDA (LISPRO) - 3 ANOS OU MAIS,,,,,,,,,E10.4,Diabetes mellitus insulino-dependente - com complicações neurológicas
,INSULINA ANÁLOGA DE AÇÃO RÁPIDA (LISPRO) - 3 ANOS OU MAIS,,,,,,,,,E10.5,Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas
,INSULINA ANÁLOGA DE AÇÃO RÁPIDA (LISPRO) - 3 ANOS OU MAIS,,,,,,,,,E10.6,Diabetes mellitus insulino-dependente - com outras complicações especificadas
,INSULINA ANÁLOGA DE AÇÃO RÁPIDA (LISPRO) - 3 ANOS OU MAIS,,,,,,,,,E10.7,Diabetes mellitus insulino-dependente - com complicações múltiplas
,INSULINA ANÁLOGA DE AÇÃO RÁPIDA (LISPRO) - 3 ANOS OU MAIS,,,,,,,,,E10.8,Diabetes mellitus insulino-dependente - com complicações não especificadas
,INSULINA ANÁLOGA DE AÇÃO RÁPIDA (LISPRO) - 3 ANOS OU MAIS,,,,,,,,,E10.9,Diabetes mellitus insulino-dependente - sem
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (DEGLUDECA) - 1 A 2 ANOS (INCOMPLETOS),,,,,,,,,E10.0,Diabetes mellitus insulino-dependente - com coma
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (DEGLUDECA) - 1 A 2 ANOS (INCOMPLETOS),,,,,,,,,E10.1,Diabetes mellitus insulino-dependente - com cetoacidose
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (DEGLUDECA) - 1 A 2 ANOS (INCOMPLETOS),,,,,,,,,E10.2,Diabetes mellitus insulino-dependente - com complicações renais
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (DEGLUDECA) - 1 A 2 ANOS (INCOMPLETOS),,,,,,,,,E10.3,Diabetes mellitus insulino-dependente - com complicações oftálmicas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (DEGLUDECA) - 1 A 2 ANOS (INCOMPLETOS),,,,,,,,,E10.4,Diabetes mellitus insulino-dependente - com complicações neurológicas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (DEGLUDECA) - 1 A 2 ANOS (INCOMPLETOS),,,,,,,,,E10.5,Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (DEGLUDECA) - 1 A 2 ANOS (INCOMPLETOS),,,,,,,,,E10.6,Diabetes mellitus insulino-dependente - com outras complicações especificadas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (DEGLUDECA) - 1 A 2 ANOS (INCOMPLETOS),,,,,,,,,E10.7,Diabetes mellitus insulino-dependente - com complicações múltiplas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (DEGLUDECA) - 1 A 2 ANOS (INCOMPLETOS),,,,,,,,,E10.8,Diabetes mellitus insulino-dependente - com complicações não especificadas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (DEGLUDECA) - 1 A 2 ANOS (INCOMPLETOS),,,,,,,,,E10.9,Diabetes mellitus insulino-dependente - sem
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (GLARGINA) - 2 ANOS OU MAIS,,,,,,,,,E10.0,Diabetes mellitus insulino-dependente - com coma
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (GLARGINA) - 2 ANOS OU MAIS,,,,,,,,,E10.1,Diabetes mellitus insulino-dependente - com cetoacidose
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (GLARGINA) - 2 ANOS OU MAIS,,,,,,,,,E10.2,Diabetes mellitus insulino-dependente - com complicações renais
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (GLARGINA) - 2 ANOS OU MAIS,,,,,,,,,E10.3,Diabetes mellitus insulino-dependente - com complicações oftálmicas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (GLARGINA) - 2 ANOS OU MAIS,,,,,,,,,E10.4,Diabetes mellitus insulino-dependente - com complicações neurológicas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (GLARGINA) - 2 ANOS OU MAIS,,,,,,,,,E10.5,Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (GLARGINA) - 2 ANOS OU MAIS,,,,,,,,,E10.6,Diabetes mellitus insulino-dependente - com outras complicações especificadas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (GLARGINA) - 2 ANOS OU MAIS,,,,,,,,,E10.7,Diabetes mellitus insulino-dependente - com complicações múltiplas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (GLARGINA) - 2 ANOS OU MAIS,,,,,,,,,E10.8,Diabetes mellitus insulino-dependente - com complicações não especificadas
,INSULINA ANÁLOGA DE AÇÃO PROLONGADA (GLARGINA) - 2 ANOS OU MAIS,,,,,,,,,E10.9,Diabetes mellitus insulino-dependente - sem c
,INSULINA GLARGINA 100 UI/ML (FRASCO COM 3 ML),,,,,,,,,E11.0,Diabetes mellitus não-insulino-dependente - com coma
,INSULINA GLARGINA 100 UI/ML (FRASCO COM 3 ML),,,,,,,,,E11.2,Diabetes mellitus não-insulino-dependente - com complicações renais
,INSULINA GLARGINA 100 UI/ML (FRASCO COM 3 ML),,,,,,,,,E11.3,Diabetes mellitus não-insulino-dependente - com complicações oftálmicas
,INSULINA GLARGINA 100 UI/ML (FRASCO COM 3 ML),,,,,,,,,E11.4,Diabetes mellitus não-insulino-dependente - com complicações neurológicas
,INSULINA GLARGINA 100 UI/ML (FRASCO COM 3 ML),,,,,,,,,E11.5,Diabetes mellitus não-insulino-dependente - com complicações circulatórias periféricas
,INSULINA GLARGINA 100 UI/ML (FRASCO COM 3 ML),,,,,,,,,E11.6,Diabetes mellitus não-insulino-dependente - com outras complicações especificadas
,INSULINA GLARGINA 100 UI/ML (FRASCO COM 3 ML),,,,,,,,,E11.7,Diabetes mellitus não-insulino-dependente - com complicações múltiplas
,INSULINA GLARGINA 100 UI/ML (FRASCO COM 3 ML),,,,,,,,,E11.8,Diabetes mellitus não-insulino-dependente - com complicações não especificadas
,INSULINA GLARGINA 100 UI/ML (FRASCO COM 3 ML),,,,,,,,,E11.9,Diabetes mellitus não-insulino-dependente - sem complicações
,ISOCONAZOL 10 MG/G CREME VAGINAL,,,,,,,,,,
,ISOTRETINOINA 10 MG (CÁPSULA),,,,,,,,,L70.0,Acne vulgar
,ISOTRETINOINA 10 MG (CÁPSULA),,,,,,,,,L70.1,Acne conglobata
,ISOTRETINOINA 10 MG (CÁPSULA),,,,,,,,,L70.8,Outras formas de acne
,ISOTRETINOINA 20 MG (CÁPSULA),,,,,,,,,L70.0,Acne vulgar
,ISOTRETINOINA 20 MG (CÁPSULA),,,,,,,,,L70.1,Acne conglobata
,ISOTRETINOINA 20 MG (CÁPSULA),,,,,,,,,L70.8,Outras formas de acne
,IVACAFTOR 150 MG COMPRIMIDO,,,,,,,,,E84.0,Fibrose cística com manifestações pulmonares
,IVACAFTOR 150 MG COMPRIMIDO,,,,,,,,,E84.1,Fibrose cística com manifestações intestinais
,IVACAFTOR 150 MG COMPRIMIDO,,,,,,,,,E84.8,Fibrose cística com outras manifestações
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,F31.1,"Transtorno afetivo bipolar, episódio atual maníaco sem sintomas psicóticos"
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,F31.2,"Transtorno afetivo bipolar, episódio atual maníaco com sintomas psicóticos"
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,F31.3,"Transtorno afetivo bipolar, episódio atual depressivo leve ou moderado"
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,F31.4,"Transtorno afetivo bipolar, episódio atual depressivo grave sem sintomas psicóticos"
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,F31.5,"Transtorno afetivo bipolar, episódio atual depressivo grave com sintomas psicóticos"
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,F31.6,"Transtorno afetivo bipolar, episódio atual misto"
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,F31.7,"Transtorno afetivo bipolar, atualmente em remissão"
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,G40.0,Epilepsia e síndromes epilépticas idiopáticas definidas por sua localização (focal) (parcial) com crises de início focal
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,G40.1,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais simples
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,G40.2,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais complexas
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,G40.3,Epilepsia e síndromes epilépticas generalizadas idiopáticas
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,G40.4,Outras epilepsias e síndromes epilépticas generalizadas
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,G40.5,Síndromes epilépticas especiais
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,G40.6,"Crise de grande mal, não especificada (com ou sem pequeno mal)"
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,G40.7,"Pequeno mal não especificado, sem crises de grande mal"
,LAMOTRIGINA 25 MG (COMPRIMIDO),,,,,,,,,G40.8,Outras epilepsias
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,F31.1,"Transtorno afetivo bipolar, episódio atual maníaco sem sintomas psicóticos"
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,F31.2,"Transtorno afetivo bipolar, episódio atual maníaco com sintomas psicóticos"
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,F31.3,"Transtorno afetivo bipolar, episódio atual depressivo leve ou moderado"
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,F31.4,"Transtorno afetivo bipolar, episódio atual depressivo grave sem sintomas psicóticos"
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,F31.5,"Transtorno afetivo bipolar, episódio atual depressivo grave com sintomas psicóticos"
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,F31.6,"Transtorno afetivo bipolar, episódio atual misto"
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,F31.7,"Transtorno afetivo bipolar, atualmente em remissão"
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,G40.0,Epilepsia e síndromes epilépticas idiopáticas definidas por sua localização (focal) (parcial) com crises de início focal
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,G40.1,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais simples
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,G40.2,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais complexas
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,G40.3,Epilepsia e síndromes epilépticas generalizadas idiopáticas
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,G40.4,Outras epilepsias e síndromes epilépticas generalizadas
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,G40.5,Síndromes epilépticas especiais
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,G40.6,"Crise de grande mal, não especificada (com ou sem pequeno mal)"
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,G40.7,"Pequeno mal não especificado, sem crises de grande mal"
,LAMOTRIGINA 50 MG (COMPRIMIDO),,,,,,,,,G40.8,Outras epilepsias
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,31.1,"Transtorno afetivo bipolar, episódio atual maníaco sem sintomas psicóticos"
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,F31.2,"Transtorno afetivo bipolar, episódio atual maníaco com sintomas psicóticos"
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,F31.3,"Transtorno afetivo bipolar, episódio atual depressivo leve ou moderado"
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,F31.4,"Transtorno afetivo bipolar, episódio atual depressivo grave sem sintomas psicóticos"
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,F31.5,"Transtorno afetivo bipolar, episódio atual depressivo grave com sintomas psicóticos"
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,F31.6,"Transtorno afetivo bipolar, episódio atual misto"
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,F31.7,"Transtorno afetivo bipolar, atualmente em remissão"
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,G40.0,Epilepsia e síndromes epilépticas idiopáticas definidas por sua localização (focal) (parcial) com crises de início focal
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,G40.1,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais simples
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,G40.2,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais complexas
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,G40.3,Epilepsia e síndromes epilépticas generalizadas idiopáticas
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,G40.4,Outras epilepsias e síndromes epilépticas generalizadas
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,G40.5,Síndromes epilépticas especiais
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,G40.6,"Crise de grande mal, não especificada (com ou sem pequeno mal)"
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,G40.7,"Pequeno mal não especificado, sem crises de grande mal"
,LAMOTRIGINA 100 MG (COMPRIMIDO),,,,,,,,,G40.8,Outras epilepsias
,LANREOTIDA 60 MG INJETÁVEL (SERINGA PREENCHIDA),,,,,,,,,E22.0,Acromegalia e gigantismo hipofisário
,LANREOTIDA 90 MG INJETÁVEL (SERINGA PREENCHIDA),,,,,,,,,E22.0,Acromegalia e gigantismo hipofisário
,LANREOTIDA 120 MG INJETÁVEL (SERINGA PREENCHIDA),,,,,,,,,E22.0,Acromegalia e gigantismo hipofisário
,"LARONIDASE 0,58 MG/ML INJETÁVEL (FRASCO)",,,,,,,,,E76.0,Mucopolissacaridose do tipo I
,"LATANOPROSTA SOLUÇÃO OFTÁLMICA A 0,005% (FRASCO)",,,,,,,,,H40.1,Glaucoma primário de ângulo aberto
,"LATANOPROSTA SOLUÇÃO OFTÁLMICA A 0,005% (FRASCO)",,,,,,,,,H40.2,Glaucoma primário de ângulo fechado
,"LATANOPROSTA SOLUÇÃO OFTÁLMICA A 0,005% (FRASCO)",,,,,,,,,H40.3,Glaucoma secundário a traumatismo ocular
,"LATANOPROSTA SOLUÇÃO OFTÁLMICA A 0,005% (FRASCO)",,,,,,,,,H40.4,Glaucoma secundário a inflamação ocular
,"LATANOPROSTA SOLUÇÃO OFTÁLMICA A 0,005% (FRASCO)",,,,,,,,,H40.5,Glaucoma secundário a outros transtornos do olho
,"LATANOPROSTA SOLUÇÃO OFTÁLMICA A 0,005% (FRASCO)",,,,,,,,,H40.6,Glaucoma secundário a drogas
,"LATANOPROSTA SOLUÇÃO OFTÁLMICA A 0,005% (FRASCO)",,,,,,,,,H40.8,Outro glaucoma
,"LATANOPROSTA SOLUÇÃO OFTÁLMICA A 0,005% (FRASCO)",,,,,,,,,Q15.0,Glaucoma congênito
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M05.0,Síndrome de Felty
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M05.1,Doença reumatóide do pulmão (J99.0*)
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M05.2,Vasculite reumatóide
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M05.3,Artrite reumatóide com comprometimento de outros órgãos e sistemas
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M05.8,Outras artrites reumatóides soro-positivas
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M06.0,Artrite reumatóide soro-negativa
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M06.8,Outras artrites reumatóides especificadas
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M07.0,Artropatia psoriásica interfalangiana distal
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M07.2,Espondilite psoriásica
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M07.3,Outras artropatias psoriásicas
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M08.0,Artrite reumatóide juvenil
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M08.1,Espondilite ancilosante juvenil
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M08.2,Artrite juvenil com início sistêmico
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M08.3,Poliartrite juvenil (soro-negativa)
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M08.4,Artrite juvenil pauciarticular
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M08.8,Outras artrites juvenis
,LEFLUNOMIDA 20 MG (COMPRIMIDO),,,,,,,,,M08.9,Artrite juvenil não especificada
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,D25.0,Leiomioma submucoso do útero
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,D25.1,Leiomioma intramural do útero
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,D25.2,Leiomioma subseroso do útero
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,E22.8,Outras hiperfunções da hipófise
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,N80.0,Endometriose do útero
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,N80.1,Endometriose do ovário
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,N80.2,Endometriose da trompa de Falópio
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,N80.3,Endometriose do peritônio pélvico
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,N80.4,Endometriose do septo retovaginal e da vagina
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,N80.5,Endometriose do intestino
,"LEUPRORRELINA 3,75 MG INJETÁVEL (FRASCO-AMPOLA)",,,,,,,,,N80.8,Outra endometriose
,LEUPRORRELINA 45 MG INJETAVEL (SERINGA PREENCHIDA),,,,,,,,,E22.8,Outras hiperfunções da hipófise
,LEVETIRACETAM 100MG/ML SOLUÇÃO ORAL (FRASCO DE 150ML),,,,,,,,,G40.0,Epilepsia e síndromes epilépticas idiopáticas definidas por sua localização (focal) (parcial) com crises de início focal
,LEVETIRACETAM 100MG/ML SOLUÇÃO ORAL (FRASCO DE 150ML),,,,,,,,,G40.1,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais simples
,LEVETIRACETAM 100MG/ML SOLUÇÃO ORAL (FRASCO DE 150ML),,,,,,,,,G40.2,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais complexas
,LEVETIRACETAM 100MG/ML SOLUÇÃO ORAL (FRASCO DE 150ML),,,,,,,,,G40.3,Epilepsia e síndromes epilépticas generalizadas idiopáticas
,LEVETIRACETAM 100MG/ML SOLUÇÃO ORAL (FRASCO DE 150ML),,,,,,,,,G40.4,Outras epilepsias e síndromes epilépticas generalizadas
,LEVETIRACETAM 100MG/ML SOLUÇÃO ORAL (FRASCO DE 150ML),,,,,,,,,G40.5,Síndromes epilépticas especiais
,LEVETIRACETAM 100MG/ML SOLUÇÃO ORAL (FRASCO DE 150ML),,,,,,,,,G40.6,"Crise de grande mal, não especificada (com ou sem pequeno mal)"
,LEVETIRACETAM 100MG/ML SOLUÇÃO ORAL (FRASCO DE 150ML),,,,,,,,,G40.7,"Pequeno mal não especificado, sem crises de grande mal"
,LEVETIRACETAM 100MG/ML SOLUÇÃO ORAL (FRASCO DE 150ML),,,,,,,,,G40.8,Outras epilepsias
,LEVETIRACETAM 250MG (COMPRIMIDO),,,,,,,,,G40.0,Epilepsia e síndromes epilépticas idiopáticas definidas por sua localização (focal) (parcial) com crises de início focal
,LEVETIRACETAM 250MG (COMPRIMIDO),,,,,,,,,G40.1,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais simples
,LEVETIRACETAM 250MG (COMPRIMIDO),,,,,,,,,G40.2,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais complexas
,LEVETIRACETAM 250MG (COMPRIMIDO),,,,,,,,,G40.3,Epilepsia e síndromes epilépticas generalizadas idiopáticas
,LEVETIRACETAM 250MG (COMPRIMIDO),,,,,,,,,G40.4,Outras epilepsias e síndromes epilépticas generalizadas
,LEVETIRACETAM 250MG (COMPRIMIDO),,,,,,,,,G40.5,Síndromes epilépticas especiais
,LEVETIRACETAM 250MG (COMPRIMIDO),,,,,,,,,G40.6,"Crise de grande mal, não especificada (com ou sem pequeno mal)"
,LEVETIRACETAM 250MG (COMPRIMIDO),,,,,,,,,G40.7,"Pequeno mal não especificado, sem crises de grande mal"
,LEVETIRACETAM 250MG (COMPRIMIDO),,,,,,,,,G40.8,Outras epilepsias
,LEVETIRACETAM 500MG (COMPRIMIDO),,,,,,,,,G40.0,Epilepsia e síndromes epilépticas idiopáticas definidas por sua localização (focal) (parcial) com crises de início focal
,LEVETIRACETAM 500MG (COMPRIMIDO),,,,,,,,,G40.1,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais simples
,LEVETIRACETAM 500MG (COMPRIMIDO),,,,,,,,,G40.2,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais complexas
,LEVETIRACETAM 500MG (COMPRIMIDO),,,,,,,,,G40.3,Epilepsia e síndromes epilépticas generalizadas idiopáticas
,LEVETIRACETAM 500MG (COMPRIMIDO),,,,,,,,,G40.4,Outras epilepsias e síndromes epilépticas generalizadas
,LEVETIRACETAM 500MG (COMPRIMIDO),,,,,,,,,G40.5,Síndromes epilépticas especiais
,LEVETIRACETAM 500MG (COMPRIMIDO),,,,,,,,,G40.6,"Crise de grande mal, não especificada (com ou sem pequeno mal)"
,LEVETIRACETAM 500MG (COMPRIMIDO),,,,,,,,,G40.7,"Pequeno mal não especificado, sem crises de grande mal"
,LEVETIRACETAM 500MG (COMPRIMIDO),,,,,,,,,G40.8,Outras epilepsias
,LEVETIRACETAM 750MG (COMPRIMIDO),,,,,,,,,G40.0,Epilepsia e síndromes epilépticas idiopáticas definidas por sua localização (focal) (parcial) com crises de início focal
,LEVETIRACETAM 750MG (COMPRIMIDO),,,,,,,,,G40.1,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais simples
,LEVETIRACETAM 750MG (COMPRIMIDO),,,,,,,,,G40.2,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais complexas
,LEVETIRACETAM 750MG (COMPRIMIDO),,,,,,,,,G40.3,Epilepsia e síndromes epilépticas generalizadas idiopáticas
,LEVETIRACETAM 750MG (COMPRIMIDO),,,,,,,,,G40.4,Outras epilepsias e síndromes epilépticas generalizadas
,LEVETIRACETAM 750MG (COMPRIMIDO),,,,,,,,,G40.5,Síndromes epilépticas especiais
,LEVETIRACETAM 750MG (COMPRIMIDO),,,,,,,,,G40.6,"Crise de grande mal, não especificada (com ou sem pequeno mal)"
,LEVETIRACETAM 750MG (COMPRIMIDO),,,,,,,,,G40.7,"Pequeno mal não especificado, sem crises de grande mal"
,LEVETIRACETAM 750MG (COMPRIMIDO),,,,,,,,,G40.8,Outras epilepsias
,LEVETIRACETAM 1000MG (COMPRIMIDO),,,,,,,,,G40.0,Epilepsia e síndromes epilépticas idiopáticas definidas por sua localização (focal) (parcial) com crises de início focal
,LEVETIRACETAM 1000MG (COMPRIMIDO),,,,,,,,,G40.1,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais simples
,LEVETIRACETAM 1000MG (COMPRIMIDO),,,,,,,,,G40.2,Epilepsia e síndromes epilépticas sintomáticas definidas por sua localização (focal) (parcial) com crises parciais complexas
,LEVETIRACETAM 1000MG (COMPRIMIDO),,,,,,,,,G40.3,Epilepsia e síndromes epilépticas generalizadas idiopáticas
,LEVETIRACETAM 1000MG (COMPRIMIDO),,,,,,,,,G40.4,Outras epilepsias e síndromes epilépticas generalizadas
,LEVETIRACETAM 1000MG (COMPRIMIDO),,,,,,,,,G40.5,Síndromes epilépticas especiais
,LEVETIRACETAM 1000MG (COMPRIMIDO),,,,,,,,,G40.6,"Crise de grande mal, não especificada (com ou sem pequeno mal)"
,LEVETIRACETAM 1000MG (COMPRIMIDO),,,,,,,,,G40.7,"Pequeno mal não especificado, sem crises de grande mal"
,LEVETIRACETAM 1000MG (COMPRIMIDO),,,,,,,,,G40.8,Outras epilepsias
,LEVOFLOXACINO 250 MG (COMPRIMIDO),,,,,,,,,E84.0,Fibrose cística com manifestações pulmonares
,LEVOFLOXACINO 250 MG (COMPRIMIDO),,,,,,,,,E84.1,Fibrose cística com manifestações intestinais
,LEVOFLOXACINO 250 MG (COMPRIMIDO),,,,,,,,,E84.8,Fibrose cística com outras manifestações
,LEVOFLOXACINO 250 MG (COMPRIMIDO),,,,,,,,,E84.9,Fibrose cística não especificada
,LEVOFLOXACINO 250 MG (COMPRIMIDO),,,,,,,,,E84,Fibrose cística
,LEVOFLOXACINO 500 MG (COMPRIMIDO),,,,,,,,,E84.0,Fibrose cística com manifestações pulmonares
,LEVOFLOXACINO 500 MG (COMPRIMIDO),,,,,,,,,E84.1,Fibrose cística com manifestações intestinais
,LEVOFLOXACINO 500 MG (COMPRIMIDO),,,,,,,,,E84.8,Fibrose cística com outras manifestações
,LEVOFLOXACINO 500 MG (COMPRIMIDO),,,,,,,,,E84.9,Fibrose cística não especificada
,LEVOFLOXACINO 500 MG (COMPRIMIDO),,,,,,,,,E84,Fibrose cística
,LINEZOLIDA 2 MG/ML SOLUÇÃO INFUSÃO (FRASCO),,,,,,,,,E84.0,Fibrose cística com manifestações pulmonares
,LINEZOLIDA 2 MG/ML SOLUÇÃO INFUSÃO (FRASCO),,,,,,,,,E84.1,Fibrose cística com manifestações intestinais
,LINEZOLIDA 2 MG/ML SOLUÇÃO INFUSÃO (FRASCO),,,,,,,,,E84.8,Fibrose cística com outras manifestações
,LINEZOLIDA 2 MG/ML SOLUÇÃO INFUSÃO (FRASCO),,,,,,,,,E84.9,Fibrose cística não especificada
,LINEZOLIDA 2 MG/ML SOLUÇÃO INFUSÃO (FRASCO),,,,,,,,,E84,Fibrose cística
